OBJECTID,EVENT_UNIQUE_ID,PRIMARY_OFFENCE,OCC_DATE,OCC_YEAR,OCC_MONTH,OCC_DOW,OCC_DAY,OCC_DOY,OCC_HOUR,REPORT_DATE,REPORT_YEAR,REPORT_MONTH,REPORT_DOW,REPORT_DAY,REPORT_DOY,REPORT_HOUR,DIVISION,LOCATION_TYPE,PREMISES_TYPE,BIKE_MAKE,BIKE_MODEL,BIKE_TYPE,BIKE_SPEED,BIKE_COLOUR,BIKE_COST,STATUS,HOOD_158,NEIGHBOURHOOD_158,HOOD_140,NEIGHBOURHOOD_140,LONG_WGS84,LAT_WGS84,x,y
15014,GO-20189016424,THEFT UNDER - BICYCLE,5/26/2018 5:00:00 AM,2018,May,Saturday,26,146,16,5/27/2018 5:00:00 AM,2018,May,Sunday,27,147,17,D41,"Open Areas (Lakes, Parks, Rivers)",Outside,OT,,RG,21,ONG,500,STOLEN,120,Clairlea-Birchmount (120),120,Clairlea-Birchmount (120),-79.2729448821722,43.7048067134192,-8824623.85794747,5419873.40681853
15015,GO-20189016423,THEFT UNDER - BICYCLE,5/26/2018 5:00:00 AM,2018,May,Saturday,26,146,20,5/27/2018 5:00:00 AM,2018,May,Sunday,27,147,16,D14,"Apartment (Rooming House, Condo)",Apartment,OT,TRAIL X SPORT,MT,24,ONG,469,STOLEN,163,Fort York-Liberty Village (163),082,Niagara (82),-79.4000165333264,43.6373664764729,-8838769.40943106,5409494.24029472
15016,GO-20189016438,THEFT UNDER - BICYCLE,5/27/2018 5:00:00 AM,2018,May,Sunday,27,147,18,5/27/2018 5:00:00 AM,2018,May,Sunday,27,147,20,D51,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,TR,FX,MT,21,BLK,600,STOLEN,168,Downtown Yonge East (168),075,Church-Yonge Corridor (75),-79.3741298478007,43.6492587883624,-8835887.71683853,5411323.6405635
15017,GO-20189016438,THEFT UNDER - BICYCLE,5/27/2018 5:00:00 AM,2018,May,Sunday,27,147,18,5/27/2018 5:00:00 AM,2018,May,Sunday,27,147,20,D51,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,TR,TREK FX HYBRID,MT,18,BLK,600,STOLEN,168,Downtown Yonge East (168),075,Church-Yonge Corridor (75),-79.3741298478007,43.6492587883624,-8835887.71683853,5411323.6405635
15018,GO-20189016381,THEFT UNDER,5/26/2018 5:00:00 AM,2018,May,Saturday,26,146,20,5/27/2018 5:00:00 AM,2018,May,Sunday,27,147,11,D14,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,NO,,RG,1,,300,STOLEN,164,Wellington Place (164),077,Waterfront Communities-The Island (77),-79.3961244355825,43.6478539869576,-8838336.1431749,5411107.52046299
15019,GO-20189016429,THEFT UNDER - BICYCLE,5/17/2018 5:00:00 AM,2018,May,Thursday,17,137,16,5/27/2018 5:00:00 AM,2018,May,Sunday,27,147,17,D14,"Single Home, House (Attach Garage, Cottage, Mobile)",House,OT,SIRRUS SPORT,RG,8,,650,STOLEN,080,Palmerston-Little Italy (80),080,Palmerston-Little Italy (80),-79.4139544297436,43.6588133026204,-8840320.96902783,5412793.67878064
15020,GO-20189016420,THEFT UNDER - BICYCLE,5/16/2018 5:00:00 AM,2018,May,Wednesday,16,136,8,5/27/2018 5:00:00 AM,2018,May,Sunday,27,147,16,D11,"Single Home, House (Attach Garage, Cottage, Mobile)",House,GI,RAINIER,MT,27,GRY,1200,STOLEN,088,High Park North (88),088,High Park North (88),-79.4549575179494,43.6614990243678,-8844885.41190494,5413206.94046081
15021,GO-20189016392,THEFT UNDER,5/26/2018 5:00:00 AM,2018,May,Saturday,26,146,20,5/27/2018 5:00:00 AM,2018,May,Sunday,27,147,12,D55,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,SU,VICE DUAL SUSPE,MT,18,BLU,169.990005493164,STOLEN,061,Taylor-Massey (61),061,Taylor-Massey (61),-79.2883460613379,43.6912247252453,-8826338.30935138,5417782.17767879
15022,GO-20189016394,THEFT UNDER,5/24/2018 5:00:00 AM,2018,May,Thursday,24,144,20,5/27/2018 5:00:00 AM,2018,May,Sunday,27,147,12,D55,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,GT,VANTARA,TO,28,BLK,800,STOLEN,070,South Riverdale (70),070,South Riverdale (70),-79.3282876974744,43.6589808415722,-8830784.59193234,5412819.45807666
15023,GO-20189016416,THEFT UNDER - BICYCLE,5/25/2018 5:00:00 AM,2018,May,Friday,25,145,16,5/27/2018 5:00:00 AM,2018,May,Sunday,27,147,15,D54,Ttc Subway Station,Transit,GI,ESCAPE,RG,21,BLK,500,STOLEN,067,Playter Estates-Danforth (67),067,Playter Estates-Danforth (67),-79.3519536917367,43.6775555537435,-8833419.07844486,5415678.00300179
15024,GO-20189016627,THEFT UNDER - BICYCLE,5/27/2018 5:00:00 AM,2018,May,Sunday,27,147,16,5/28/2018 5:00:00 AM,2018,May,Monday,28,148,17,D55,"Single Home, House (Attach Garage, Cottage, Mobile)",House,KH,,MT,18,YEL,0,STOLEN,063,The Beaches (63),063,The Beaches (63),-79.3016106439175,43.6743852247782,-8827814.91597652,5415190.04437807
15025,GO-20189016569,THEFT UNDER - BICYCLE,5/24/2018 5:00:00 AM,2018,May,Thursday,24,144,8,5/28/2018 5:00:00 AM,2018,May,Monday,28,148,14,D52,Go Station,Transit,SU,,MT,18,BLK,200,STOLEN,170,Yonge-Bay Corridor (170),076,Bay Street Corridor (76),-79.3824708422401,43.6452946843984,-8836816.23204332,5410713.80023465
15026,GO-20189016477,THEFT UNDER - BICYCLE,4/21/2018 5:00:00 AM,2018,April,Saturday,21,111,9,5/28/2018 5:00:00 AM,2018,May,Monday,28,148,9,D14,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,NO,,OT,21,MRN,500,STOLEN,095,Annex (95),095,Annex (95),-79.4047697393976,43.6689806124521,-8839298.53390261,5414358.2571676
15027,GO-2018961372,THEFT UNDER - BICYCLE,5/24/2018 5:00:00 AM,2018,May,Thursday,24,144,3,5/28/2018 5:00:00 AM,2018,May,Monday,28,148,12,D22,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,FUJI,,MT,18,RED,1000,STOLEN,161,Humber Bay Shores (161),017,Mimico (includes Humber Bay Shores) (17),-79.4793867147194,43.6264543008106,-8847604.85767547,5407815.93349642
15028,GO-2018960784,THEFT OF EBIKE UNDER $5000,5/25/2018 5:00:00 AM,2018,May,Friday,25,145,22,5/28/2018 5:00:00 AM,2018,May,Monday,28,148,10,D53,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,UNKNOW,UNKNOWN,EL,0,BLK,300,STOLEN,174,South Eglinton-Davisville (174),104,Mount Pleasant West (104),-79.3908909638814,43.6995076362403,-8837753.55573678,5419057.44750136
15029,GO-2018960448,B&E W'INTENT,5/19/2018 5:00:00 AM,2018,May,Saturday,19,139,1,5/28/2018 5:00:00 AM,2018,May,Monday,28,148,9,D33,"Apartment (Rooming House, Condo)",Apartment,TREK,MARLIN,MT,10,BLK,594,STOLEN,047,Don Valley Village (47),047,Don Valley Village (47),-79.3487257472503,43.7790808144807,-8833059.74525115,5431317.83717642
15030,GO-20189016499,THEFT UNDER - BICYCLE,5/26/2018 5:00:00 AM,2018,May,Saturday,26,146,12,5/28/2018 5:00:00 AM,2018,May,Monday,28,148,12,D14,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,RA,,MT,14,GRY,300,STOLEN,162,West Queen West (162),082,Niagara (82),-79.4021637326107,43.6426494824745,-8839008.43464169,5410306.88303077
15031,GO-2018958694,B&E,5/28/2018 5:00:00 AM,2018,May,Monday,28,148,1,5/28/2018 5:00:00 AM,2018,May,Monday,28,148,1,D11,"Apartment (Rooming House, Condo)",Apartment,FELT,,MT,21,BLK,750,STOLEN,086,Roncesvalles (86),086,Roncesvalles (86),-79.4366516211149,43.6405779887576,-8842847.60877238,5409988.2332451
15032,GO-2018963563,THEFT UNDER,5/27/2018 5:00:00 AM,2018,May,Sunday,27,147,17,5/28/2018 5:00:00 AM,2018,May,Monday,28,148,17,D12,"Private Property Structure (Pool, Shed, Detached Garage)",Other,SCOTT,ASPECT,MT,21,GRY,,STOLEN,110,Keelesdale-Eglinton West (110),110,Keelesdale-Eglinton West (110),-79.4645218015998,43.6840419007454,-8845950.10312962,5416676.42419443
15033,GO-2018959781,THEFT UNDER - BICYCLE,5/22/2018 5:00:00 AM,2018,May,Tuesday,22,142,21,5/28/2018 5:00:00 AM,2018,May,Monday,28,148,8,D52,Universities / Colleges,Educational,EMMO,EMMO,OT,0,REDBLK,1400,STOLEN,079,University (79),079,University (79),-79.394760241414,43.6607696009047,-8838184.28168216,5413094.69965636
15034,GO-20189016493,THEFT UNDER - BICYCLE,5/27/2018 5:00:00 AM,2018,May,Sunday,27,147,19,5/28/2018 5:00:00 AM,2018,May,Monday,28,148,11,D22,"Group Homes (Non-Profit, Halfway House, Social Agency)",Other,OT,,FO,1,RED,0,STOLEN,018,New Toronto (18),018,New Toronto (18),-79.5103347769371,43.5983339238357,-8851049.98017835,5403492.38635034
15035,GO-20189016566,THEFT UNDER - BICYCLE,5/24/2018 5:00:00 AM,2018,May,Thursday,24,144,4,5/28/2018 5:00:00 AM,2018,May,Monday,28,148,19,D22,"Apartment (Rooming House, Condo)",Apartment,OT,SHIMANO 105,RC,21,LBL,1750,STOLEN,161,Humber Bay Shores (161),017,Mimico (includes Humber Bay Shores) (17),-79.4793867147194,43.6264543008106,-8847604.85767547,5407815.93349642
15036,GO-20189016456,THEFT UNDER - BICYCLE,5/25/2018 5:00:00 AM,2018,May,Friday,25,145,20,5/28/2018 5:00:00 AM,2018,May,Monday,28,148,0,D14,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,KO,HAHANNA,MT,8,RED,500,STOLEN,079,University (79),079,University (79),-79.4053427380041,43.6663615099583,-8839362.31985952,5413955.19594336
15037,GO-2018960448,B&E W'INTENT,5/19/2018 5:00:00 AM,2018,May,Saturday,19,139,1,5/28/2018 5:00:00 AM,2018,May,Monday,28,148,9,D33,"Apartment (Rooming House, Condo)",Apartment,TREK,MARLIN,MT,10,BLK,1000,STOLEN,047,Don Valley Village (47),047,Don Valley Village (47),-79.3487257472503,43.7790808144807,-8833059.74525115,5431317.83717642
15038,GO-20189016492,B&E,4/26/2018 5:00:00 AM,2018,April,Thursday,26,116,14,5/28/2018 5:00:00 AM,2018,May,Monday,28,148,11,D53,"Apartment (Rooming House, Condo)",Apartment,NO,VFR3,RG,18,BLK,1300,STOLEN,095,Annex (95),095,Annex (95),-79.3903695490589,43.6749336163633,-8837695.51208449,5415274.44769131
15039,GO-20189016479,THEFT UNDER - BICYCLE,5/22/2018 5:00:00 AM,2018,May,Tuesday,22,142,12,5/28/2018 5:00:00 AM,2018,May,Monday,28,148,10,D51,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,OT,VENTURA COMP,RC,18,WHI,1200,STOLEN,072,Regent Park (72),072,Regent Park (72),-79.3647731586812,43.660450299554,-8834846.13498354,5413045.56727625
15040,GO-20189016473,THEFT UNDER - BICYCLE,5/25/2018 5:00:00 AM,2018,May,Friday,25,145,17,5/28/2018 5:00:00 AM,2018,May,Monday,28,148,9,D55,Schools During Un-Supervised Activity,Educational,RM,SOUL 730,MT,27,BLU,1269,STOLEN,070,South Riverdale (70),070,South Riverdale (70),-79.3355989008646,43.669227255614,-8831598.47143871,5414396.21483622
15041,GO-20189016717,THEFT UNDER - BICYCLE,5/28/2018 5:00:00 AM,2018,May,Monday,28,148,6,5/29/2018 5:00:00 AM,2018,May,Tuesday,29,149,20,D53,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,SC,,TO,7,RED,600,STOLEN,095,Annex (95),095,Annex (95),-79.3874030485952,43.6701046097676,-8837365.28281505,5414531.23788246
15042,GO-20189016704,THEFT UNDER - BICYCLE,5/28/2018 5:00:00 AM,2018,May,Monday,28,148,3,5/29/2018 5:00:00 AM,2018,May,Tuesday,29,149,18,D53,"Apartment (Rooming House, Condo)",Apartment,OT,HYBRID,OT,21,GRN,350,STOLEN,174,South Eglinton-Davisville (174),104,Mount Pleasant West (104),-79.3908909638814,43.6995076362403,-8837753.55573678,5419057.44750136
15043,GO-20189016641,THEFT UNDER - BICYCLE,5/24/2018 5:00:00 AM,2018,May,Thursday,24,144,12,5/29/2018 5:00:00 AM,2018,May,Tuesday,29,149,12,D33,"Apartment (Rooming House, Condo)",Apartment,GT,TRANSEO,OT,7,,700,STOLEN,043,Victoria Village (43),043,Victoria Village (43),-79.3035574640454,43.7266886511524,-8828031.63498758,5423243.58249006
15044,GO-20189016636,THEFT UNDER - BICYCLE,5/21/2018 5:00:00 AM,2018,May,Monday,21,141,11,5/29/2018 5:00:00 AM,2018,May,Tuesday,29,149,11,D14,"Apartment (Rooming House, Condo)",Apartment,UK,HARD ROCK,MT,18,BLK,600,STOLEN,165,Harbourfront-CityPlace (165),077,Waterfront Communities-The Island (77),-79.3923302358885,43.6384861775899,-8837913.77476293,5409666.46916823
15045,GO-20189016707,THEFT UNDER - BICYCLE,5/24/2018 5:00:00 AM,2018,May,Thursday,24,144,22,5/29/2018 5:00:00 AM,2018,May,Tuesday,29,149,17,D51,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,TR,18 DS 3 BLK 21,MT,27,BLK,1300,STOLEN,168,Downtown Yonge East (168),075,Church-Yonge Corridor (75),-79.3769330479008,43.6529091920128,-8836199.76763512,5411885.25667927
15046,GO-20189016737,THEFT UNDER - BICYCLE,5/23/2018 5:00:00 AM,2018,May,Wednesday,23,143,23,5/29/2018 5:00:00 AM,2018,May,Tuesday,29,149,23,D31,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,OT,HARDROCK DISK 2,MT,21,BLK,600,STOLEN,027,York University Heights (27),027,York University Heights (27),-79.4882673010146,43.7640821522063,-8848593.43998693,5429005.64291533
15047,GO-20189016728,THEFT UNDER - BICYCLE,5/29/2018 5:00:00 AM,2018,May,Tuesday,29,149,9,5/29/2018 5:00:00 AM,2018,May,Tuesday,29,149,20,D11,Schools During Un-Supervised Activity,Educational,SC,,RG,21,PLE,300,STOLEN,088,High Park North (88),088,High Park North (88),-79.4743955248325,43.6559375611949,-8847049.24094622,5412351.19836927
15048,GO-20189016699,THEFT UNDER - BICYCLE,5/29/2018 5:00:00 AM,2018,May,Tuesday,29,149,12,5/29/2018 5:00:00 AM,2018,May,Tuesday,29,149,17,D14,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,UK,,RG,3,BLU,500,STOLEN,078,Kensington-Chinatown (78),078,Kensington-Chinatown (78),-79.4023496325487,43.6484052882923,-8839029.12893503,5411192.33417041
15049,GO-2018966828,THEFT UNDER - BICYCLE,5/21/2018 5:00:00 AM,2018,May,Monday,21,141,23,5/29/2018 5:00:00 AM,2018,May,Tuesday,29,149,8,D52,Universities / Colleges,Educational,UNKNOWN MAKE,,MT,0,YEL,90,STOLEN,079,University (79),079,University (79),-79.3996851387428,43.6626056043822,-8838732.51881973,5413377.21933678
15050,GO-20189016824,THEFT UNDER - BICYCLE,5/29/2018 5:00:00 AM,2018,May,Tuesday,29,149,16,5/30/2018 5:00:00 AM,2018,May,Wednesday,30,150,14,D43,"Gas Station (Self, Full, Attached Convenience)",Commercial,UK,,MT,20,BLU,150,STOLEN,142,Woburn North (142),137,Woburn (137),-79.2253905737804,43.7597983048312,-8819330.13659589,5428345.35135014
15051,GO-20189016871,THEFT UNDER - BICYCLE,5/28/2018 5:00:00 AM,2018,May,Monday,28,148,0,5/30/2018 5:00:00 AM,2018,May,Wednesday,30,150,20,D51,"Commercial Dwelling Unit (Hotel, Motel, B & B, Short Term Rental)",Commercial,SC,,RG,21,GLD,549,STOLEN,074,North St.James Town (74),074,North St.James Town (74),-79.3757527552695,43.6696619087656,-8836068.37801938,5414463.106827
15052,GO-2018978538,THEFT UNDER,5/23/2018 5:00:00 AM,2018,May,Wednesday,23,143,12,5/30/2018 5:00:00 AM,2018,May,Wednesday,30,150,14,D14,"Single Home, House (Attach Garage, Cottage, Mobile)",House,NORCO,HEART,RC,1,BLK,600,STOLEN,080,Palmerston-Little Italy (80),080,Palmerston-Little Italy (80),-79.4206644267632,43.6592937052857,-8841067.92247709,5412867.59862995
15053,GO-20189016864,THEFT UNDER - BICYCLE,5/28/2018 5:00:00 AM,2018,May,Monday,28,148,18,5/30/2018 5:00:00 AM,2018,May,Wednesday,30,150,18,D55,"Single Home, House (Attach Garage, Cottage, Mobile)",House,GT,TRANSEO 2.0,MT,27,BLK,1150,STOLEN,070,South Riverdale (70),070,South Riverdale (70),-79.3415609889431,43.6676664371164,-8832262.16803893,5414156.0127563
