OBJECTID,EVENT_UNIQUE_ID,PRIMARY_OFFENCE,OCC_DATE,OCC_YEAR,OCC_MONTH,OCC_DOW,OCC_DAY,OCC_DOY,OCC_HOUR,REPORT_DATE,REPORT_YEAR,REPORT_MONTH,REPORT_DOW,REPORT_DAY,REPORT_DOY,REPORT_HOUR,DIVISION,LOCATION_TYPE,PREMISES_TYPE,BIKE_MAKE,BIKE_MODEL,BIKE_TYPE,BIKE_SPEED,BIKE_COLOUR,BIKE_COST,STATUS,HOOD_158,NEIGHBOURHOOD_158,HOOD_140,NEIGHBOURHOOD_140,LONG_WGS84,LAT_WGS84,x,y
33724,GO-20239040438,THEFT UNDER - BICYCLE,8/16/2023 5:00:00 AM,2023,August,Wednesday,16,228,10,8/21/2023 5:00:00 AM,2023,August,Monday,21,233,10,D52,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,KH,KHS VITAMIN B,RG,8,BLK,1000,STOLEN,170,Yonge-Bay Corridor (170),076,Bay Street Corridor (76),-79.3786930451071,43.6510480901517,-8836395.68960496,5411598.92112679
33725,GO-20239040430,THEFT UNDER - BICYCLE,8/19/2023 5:00:00 AM,2023,August,Saturday,19,231,23,8/21/2023 5:00:00 AM,2023,August,Monday,21,233,10,D55,"Single Home, House (Attach Garage, Cottage, Mobile)",House,CA,QUICK CX,RG,24,SIL,1000,STOLEN,054,O'Connor-Parkview (54),054,O'Connor-Parkview (54),-79.2936833640268,43.7034726030432,-8826932.45520354,5419667.97189424
33726,GO-20239040417,THEFT UNDER - BICYCLE,8/21/2023 5:00:00 AM,2023,August,Monday,21,233,7,8/21/2023 5:00:00 AM,2023,August,Monday,21,233,7,D52,Pharmacy,Other,OT,WABI LIGHTNING,RC,1,WHI,4500,STOLEN,166,St Lawrence-East Bayfront-The Islands ,077,Waterfront Communities-The Island (77),-79.3791981444218,43.6425232816269,-8836451.91696844,5410287.46985679
33727,GO-20231947094,B&E,8/10/2023 5:00:00 AM,2023,August,Thursday,10,222,4,8/21/2023 5:00:00 AM,2023,August,Monday,21,233,1,D53,"Apartment (Rooming House, Condo)",Apartment,OTHE,EUROBIKE X1,MT,21,BLKYEL,392.399993896484,STOLEN,174,South Eglinton-Davisville (174),104,Mount Pleasant West (104),-79.3905860600292,43.7058239221274,-8837719.61397876,5420030.04634018
33728,GO-20239040709,THEFT UNDER - BICYCLE,8/12/2023 5:00:00 AM,2023,August,Saturday,12,224,18,8/22/2023 5:00:00 AM,2023,August,Tuesday,22,234,10,D52,Pharmacy,Other,OT,DEVINCI - AMSTE,TO,27,YEL,1500,STOLEN,169,Bay-Cloverhill (169),076,Bay Street Corridor (76),-79.3888627470576,43.6681955076369,-8837527.77565312,5414237.4333838
33729,GO-20239040783,THEFT UNDER - BICYCLE,8/21/2023 5:00:00 AM,2023,August,Monday,21,233,23,8/22/2023 5:00:00 AM,2023,August,Tuesday,22,234,11,D14,"Single Home, House (Attach Garage, Cottage, Mobile)",House,OT,DCO HYBRID BIKE,RG,27,BLK,750,STOLEN,095,Annex (95),095,Annex (95),-79.407466837145,43.6659082100516,-8839598.77347859,5413885.43807327
33730,GO-20231957857,THEFT OF EBIKE UNDER $5000,8/21/2023 5:00:00 AM,2023,August,Monday,21,233,14,8/22/2023 5:00:00 AM,2023,August,Tuesday,22,234,15,D55,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,TRAX,EBE6 GOLD,EL,1,WHI,1600,STOLEN,058,Old East York (58),058,Old East York (58),-79.3457830226326,43.6962287024862,-8832732.16271393,5418552.58875668
33731,GO-20231959044,THEFT UNDER - BICYCLE,8/22/2023 5:00:00 AM,2023,August,Tuesday,22,234,12,8/22/2023 5:00:00 AM,2023,August,Tuesday,22,234,15,D51,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,UNKNOWN MAKE,,RE,1,,1200,STOLEN,167,Church-Wellesley (167),075,Church-Yonge Corridor (75),-79.3845627472281,43.6649204040241,-8837049.10184271,5413733.42745007
33732,GO-20231961757,THEFT OF EBIKE UNDER $5000,8/4/2023 5:00:00 AM,2023,August,Friday,4,216,21,8/22/2023 5:00:00 AM,2023,August,Tuesday,22,234,18,D51,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,OTHER,,EL,12,BLK,1700,STOLEN,073,Moss Park (73),073,Moss Park (73),-79.3691329532559,43.6533743924781,-8835331.46503158,5411956.83033771
33733,GO-20231961259,B&E,8/19/2023 5:00:00 AM,2023,August,Saturday,19,231,0,8/22/2023 5:00:00 AM,2023,August,Tuesday,22,234,20,D31,"Single Home, House (Attach Garage, Cottage, Mobile)",House,RALE,,MT,10,,,STOLEN,154,Oakdale-Beverley Heights (154),026,Downsview-Roding-CFB (26),-79.5032631579791,43.7312701752364,-8850262.77115219,5423949.36783041
33734,GO-20239040928,THEFT UNDER,8/21/2023 5:00:00 AM,2023,August,Monday,21,233,18,8/22/2023 5:00:00 AM,2023,August,Tuesday,22,234,18,D22,"Apartment (Rooming House, Condo)",Apartment,UK,,RG,10,OTH,2000,STOLEN,159,Etobicoke City Centre (159),014,Islington-City Centre West (14),-79.5569095864054,43.6101506050342,-8856234.66420002,5405308.97126293
33735,GO-20239040653,THEFT UNDER - BICYCLE,8/22/2023 5:00:00 AM,2023,August,Tuesday,22,234,0,8/22/2023 5:00:00 AM,2023,August,Tuesday,22,234,10,D51,Convenience Stores,Commercial,UK,TORONTO BIKE SH,RG,3,BLK,0,STOLEN,168,Downtown Yonge East (168),075,Church-Yonge Corridor (75),-79.3778924452923,43.6491434882471,-8836306.56722064,5411305.90216847
33736,GO-20239040796,THEFT UNDER - BICYCLE,8/19/2023 5:00:00 AM,2023,August,Saturday,19,231,11,8/22/2023 5:00:00 AM,2023,August,Tuesday,22,234,11,D41,Convenience Stores,Commercial,SU,SUPERCYCLE,RG,1,RED,200,STOLEN,126,Dorset Park (126),126,Dorset Park (126),-79.277445401961,43.7768948436618,-8825124.85354218,5430980.81186371
33737,GO-20231956842,B&E,8/22/2023 5:00:00 AM,2023,August,Tuesday,22,234,3,8/22/2023 5:00:00 AM,2023,August,Tuesday,22,234,8,D14,"Other Non Commercial / Corporate Places (Non-Profit, Gov'T, Firehall)",Other,UNKNOWN,UNKNOWN,RG,1,BLU,600,STOLEN,172,Dovercourt Village (172),093,Dovercourt-Wallace Emerson-Junction (93),-79.4317068257112,43.6671798168525,-8842297.15671091,5414081.12569855
33738,GO-20231957413,PROPERTY - FOUND,8/22/2023 5:00:00 AM,2023,August,Tuesday,22,234,3,8/22/2023 5:00:00 AM,2023,August,Tuesday,22,234,11,D14,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,MIEL,,RC,12,RED,,UNKNOWN,172,Dovercourt Village (172),093,Dovercourt-Wallace Emerson-Junction (93),-79.4329165252234,43.6669263170023,-8842431.8197876,5414042.11424792
33739,GO-20231946138,THEFT UNDER - BICYCLE,8/20/2023 5:00:00 AM,2023,August,Sunday,20,232,20,8/22/2023 5:00:00 AM,2023,August,Tuesday,22,234,12,D51,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,NCM,MILANO PLUS,OT,1,BLK,,STOLEN,072,Regent Park (72),072,Regent Park (72),-79.3604714620345,43.6606597997636,-8834367.27226396,5413077.80401908
33740,GO-20239040720,THEFT UNDER - BICYCLE,8/11/2023 5:00:00 AM,2023,August,Friday,11,223,10,8/22/2023 5:00:00 AM,2023,August,Tuesday,22,234,11,D52,"Apartment (Rooming House, Condo)",Apartment,GT,,RG,,ONG,999,STOLEN,165,Harbourfront-CityPlace (165),077,Waterfront Communities-The Island (77),-79.3806785434349,43.6409998798805,-8836616.7142313,5410053.13022092
33741,GO-20231959044,THEFT UNDER - BICYCLE,8/22/2023 5:00:00 AM,2023,August,Tuesday,22,234,12,8/22/2023 5:00:00 AM,2023,August,Tuesday,22,234,15,D51,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,UK,10096451,RG,30,BLK,1200,STOLEN,167,Church-Wellesley (167),075,Church-Yonge Corridor (75),-79.3845627472281,43.6649204040241,-8837049.10184271,5413733.42745007
33742,GO-20239040776,THEFT UNDER - BICYCLE,8/21/2023 5:00:00 AM,2023,August,Monday,21,233,18,8/22/2023 5:00:00 AM,2023,August,Tuesday,22,234,0,D55,Nursing Home,Other,OT,MIELE VENETO 30,RG,21,SIL,350,STOLEN,070,South Riverdale (70),070,South Riverdale (70),-79.3403340877321,43.6651520316829,-8832125.59004436,5413769.07179204
33743,GO-20239040797,THEFT UNDER,6/2/2023 5:00:00 AM,2023,June,Friday,2,153,9,8/22/2023 5:00:00 AM,2023,August,Tuesday,22,234,11,D11,"Private Property Structure (Pool, Shed, Detached Garage)",Other,CC,,OT,50,PLE,300,STOLEN,171,Junction-Wallace Emerson (171),093,Dovercourt-Wallace Emerson-Junction (93),-79.4441636213887,43.6672446215379,-8843683.84078723,5414091.09865224
33744,GO-20239040826,THEFT UNDER - BICYCLE,8/20/2023 5:00:00 AM,2023,August,Sunday,20,232,18,8/22/2023 5:00:00 AM,2023,August,Tuesday,22,234,13,D51,Pharmacy,Other,SU,,RG,6,BLK,500,STOLEN,167,Church-Wellesley (167),075,Church-Yonge Corridor (75),-79.3841910505493,43.6708037100493,-8837007.72483326,5414638.82940344
33745,GO-20239040857,THEFT UNDER,8/22/2023 5:00:00 AM,2023,August,Tuesday,22,234,14,8/22/2023 5:00:00 AM,2023,August,Tuesday,22,234,14,D52,Bar / Restaurant,Commercial,UK,,RG,10,ONG,1200,STOLEN,170,Yonge-Bay Corridor (170),076,Bay Street Corridor (76),-79.3814871452415,43.6540393931431,-8836706.72739418,5412059.14547597
33746,GO-20239040930,THEFT OF EBIKE UNDER $5000,8/6/2023 5:00:00 AM,2023,August,Sunday,6,218,16,8/22/2023 5:00:00 AM,2023,August,Tuesday,22,234,16,D22,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,SCHW,GTX-2,OT,21,PNK,620,STOLEN,020,Alderwood (20),020,Alderwood (20),-79.5480433863654,43.6083092998216,-8855247.68333075,5405025.88295516
33747,GO-20231959075,B&E,8/22/2023 5:00:00 AM,2023,August,Tuesday,22,234,13,8/22/2023 5:00:00 AM,2023,August,Tuesday,22,234,13,D14,"Single Home, House (Attach Garage, Cottage, Mobile)",House,NORCO,INDIE 4 FORMA,RG,24,GRN,595,STOLEN,162,West Queen West (162),082,Niagara (82),-79.4173466275498,43.6409653830545,-8840698.58678186,5410047.82373608
33748,GO-20239041088,THEFT UNDER - BICYCLE,8/20/2023 5:00:00 AM,2023,August,Sunday,20,232,12,8/23/2023 5:00:00 AM,2023,August,Wednesday,23,235,13,D51,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,OT,G30P,SC,30,BLK,1200,STOLEN,071,Cabbagetown-South St.James Town (71),071,Cabbagetown-South St.James Town (71),-79.367527357602,43.6632017023054,-8835152.73101376,5413468.94730655
33749,GO-20239041095,THEFT UNDER,8/21/2023 5:00:00 AM,2023,August,Monday,21,233,9,8/23/2023 5:00:00 AM,2023,August,Wednesday,23,235,13,D51,"Apartment (Rooming House, Condo)",Apartment,SC,MENSA MOUNTAIN,MT,1,,500,STOLEN,168,Downtown Yonge East (168),075,Church-Yonge Corridor (75),-79.3758612492946,43.6549468940506,-8836080.45551621,5412198.77279375
33750,GO-20239041250,THEFT UNDER,8/20/2023 5:00:00 AM,2023,August,Sunday,20,232,10,8/23/2023 5:00:00 AM,2023,August,Wednesday,23,235,18,D51,"Apartment (Rooming House, Condo)",Apartment,UK,MECHANICAL,RG,25,BLK,0,STOLEN,071,Cabbagetown-South St.James Town (71),071,Cabbagetown-South St.James Town (71),-79.3743374529688,43.6629221020259,-8835910.82732142,5413425.92215304
33751,GO-20239041005,THEFT UNDER - BICYCLE,8/22/2023 5:00:00 AM,2023,August,Tuesday,22,234,21,8/23/2023 5:00:00 AM,2023,August,Wednesday,23,235,1,D14,Bar / Restaurant,Commercial,OT,ZIZZO 2019 CAMP,FO,,BLK,320,STOLEN,095,Annex (95),095,Annex (95),-79.4136288318917,43.664606309015,-8840284.72362426,5413685.09279839
33752,GO-20239041069,THEFT UNDER - BICYCLE,8/22/2023 5:00:00 AM,2023,August,Tuesday,22,234,22,8/23/2023 5:00:00 AM,2023,August,Wednesday,23,235,11,D52,"Apartment (Rooming House, Condo)",Apartment,OT,LATITUDE BIKE,RG,21,,50,STOLEN,078,Kensington-Chinatown (78),078,Kensington-Chinatown (78),-79.3942335387789,43.6548107944083,-8838125.64948372,5412177.83243115
33753,GO-20239041034,THEFT UNDER - BICYCLE,8/22/2023 5:00:00 AM,2023,August,Tuesday,22,234,12,8/23/2023 5:00:00 AM,2023,August,Wednesday,23,235,7,D55,Schools During Un-Supervised Activity,Educational,SC,SCHWINN,TO,10,BLU,750,STOLEN,054,O'Connor-Parkview (54),054,O'Connor-Parkview (54),-79.300406456439,43.7004716046988,-8827680.86638154,5419205.87543512
33754,GO-20239041039,THEFT UNDER - BICYCLE,8/18/2023 5:00:00 AM,2023,August,Friday,18,230,1,8/23/2023 5:00:00 AM,2023,August,Wednesday,23,235,8,D42,"Apartment (Rooming House, Condo)",Apartment,OT,XC27,MT,,BLK,500,STOLEN,129,Agincourt North (129),129,Agincourt North (129),-79.2576908538812,43.8099113664985,-8822925.78731797,5436072.49837882
33755,GO-20231966585,THEFT OF EBIKE UNDER $5000,8/22/2023 5:00:00 AM,2023,August,Tuesday,22,234,18,8/23/2023 5:00:00 AM,2023,August,Wednesday,23,235,12,D11,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,ZOOMO,,EL,1,WHI,2000,STOLEN,086,Roncesvalles (86),086,Roncesvalles (86),-79.4323510225483,43.6414734885181,-8842368.86839292,5410125.9832111
33756,GO-20231967295,THEFT UNDER - BICYCLE,8/21/2023 5:00:00 AM,2023,August,Monday,21,233,23,8/23/2023 5:00:00 AM,2023,August,Wednesday,23,235,13,D14,"Apartment (Rooming House, Condo)",Apartment,DONEKY,NTKX,EL,1,BLKRED,1400,STOLEN,165,Harbourfront-CityPlace (165),077,Waterfront Communities-The Island (77),-79.3944449351836,43.6402448793485,-8838149.18197879,5409936.99324285
33757,GO-20239041036,THEFT UNDER - BICYCLE,8/22/2023 5:00:00 AM,2023,August,Tuesday,22,234,8,8/23/2023 5:00:00 AM,2023,August,Wednesday,23,235,3,D14,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,OT,BRODIE ROMAX CO,TO,22,BRZ,2400,STOLEN,164,Wellington Place (164),077,Waterfront Communities-The Island (77),-79.3956718356503,43.6467277858314,-8838285.75997337,5410934.26493042
33758,GO-20239041073,THEFT UNDER,8/22/2023 5:00:00 AM,2023,August,Tuesday,22,234,17,8/23/2023 5:00:00 AM,2023,August,Wednesday,23,235,11,D14,"Apartment (Rooming House, Condo)",Apartment,OT,VR60,TO,16,SIL,1529.98999023438,STOLEN,162,West Queen West (162),082,Niagara (82),-79.4150070283297,43.6414323832981,-8840438.14370119,5410119.66005045
33759,GO-20239041075,THEFT UNDER,8/20/2023 5:00:00 AM,2023,August,Sunday,20,232,12,8/23/2023 5:00:00 AM,2023,August,Wednesday,23,235,12,D51,"Apartment (Rooming House, Condo)",Apartment,SC,RUBY ELITE,RC,11,WHI,1400,STOLEN,166,St Lawrence-East Bayfront-The Islands ,077,Waterfront Communities-The Island (77),-79.3714386505948,43.6494287885324,-8835588.13415887,5411349.79452756
33760,GO-20231981707,THEFT OF EBIKE UNDER $5000,8/22/2023 5:00:00 AM,2023,August,Tuesday,22,234,14,8/23/2023 5:00:00 AM,2023,August,Wednesday,23,235,12,D33,"Apartment (Rooming House, Condo)",Apartment,VELEC,R4H,EL,1,GRY,,STOLEN,042,Banbury-Don Mills (42),042,Banbury-Don Mills (42),-79.3275523325367,43.7266406369055,-8830702.73158632,5423236.18620277
33761,GO-20239041036,THEFT UNDER - BICYCLE,8/22/2023 5:00:00 AM,2023,August,Tuesday,22,234,8,8/23/2023 5:00:00 AM,2023,August,Wednesday,23,235,3,D14,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,OT,BRODIE ROMAX CO,TO,22,BRZ,2400,STOLEN,164,Wellington Place (164),077,Waterfront Communities-The Island (77),-79.3956718356503,43.6467277858314,-8838285.75997337,5410934.26493042
33762,GO-20239041363,THEFT UNDER - BICYCLE,8/19/2023 5:00:00 AM,2023,August,Saturday,19,231,14,8/24/2023 5:00:00 AM,2023,August,Thursday,24,236,15,D32,Pharmacy,Other,OT,,MT,21,GRY,500,STOLEN,151,Yonge-Doris (151),051,Willowdale East (51),-79.4109200014448,43.761515587777,-8839983.1779367,5428610.03941158
33763,GO-20231979119,THEFT UNDER - BICYCLE,8/24/2023 5:00:00 AM,2023,August,Thursday,24,236,19,8/24/2023 5:00:00 AM,2023,August,Thursday,24,236,21,D53,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,NCM,MELANO PLUS,OT,1,BLKBLU,2360,STOLEN,095,Annex (95),095,Annex (95),-79.3941327446848,43.668719909127,-8838114.42914696,5414318.13603651
33764,GO-20239041188,THEFT UNDER - BICYCLE,8/17/2023 5:00:00 AM,2023,August,Thursday,17,229,23,8/24/2023 5:00:00 AM,2023,August,Thursday,24,236,14,D55,"Apartment (Rooming House, Condo)",Apartment,CC,,RG,,GRY,1000,STOLEN,057,Broadview North (57),057,Broadview North (57),-79.3508621107908,43.6879661924393,-8833297.56420378,5417280.52929023
33765,GO-20239041337,THEFT UNDER,8/21/2023 5:00:00 AM,2023,August,Monday,21,233,16,8/24/2023 5:00:00 AM,2023,August,Thursday,24,236,12,D14,"Apartment (Rooming House, Condo)",Apartment,OT,SPECIALIZED ARI,RG,9,TRQ,750,RECOVERED,081,Trinity-Bellwoods (81),081,Trinity-Bellwoods (81),-79.4109032299982,43.651306694045,-8839981.31099752,5411638.7075175
33766,GO-20239041320,THEFT UNDER - BICYCLE,8/18/2023 5:00:00 AM,2023,August,Friday,18,230,14,8/24/2023 5:00:00 AM,2023,August,Thursday,24,236,10,D14,Convenience Stores,Commercial,OT,HARO,RG,,,3000,STOLEN,078,Kensington-Chinatown (78),078,Kensington-Chinatown (78),-79.4019833326708,43.6475977873627,-8838988.35260555,5411068.10619421
33767,GO-20239041424,THEFT UNDER - BICYCLE,8/23/2023 5:00:00 AM,2023,August,Wednesday,23,235,20,8/24/2023 5:00:00 AM,2023,August,Thursday,24,236,20,D41,"Apartment (Rooming House, Condo)",Apartment,SU,SUPERCYCLE RUSH,MT,,BLU,320,STOLEN,124,Kennedy Park (124),124,Kennedy Park (124),-79.2533738209093,43.7258896895192,-8822445.21740267,5423120.50780243
33768,GO-20231965358,THEFT UNDER,8/23/2023 5:00:00 AM,2023,August,Wednesday,23,235,8,8/24/2023 5:00:00 AM,2023,August,Thursday,24,236,17,D14,"Single Home, House (Attach Garage, Cottage, Mobile)",House,BIANCHI,PISTA NERO,MT,1,BLK,1000,STOLEN,084,Little Portugal (84),084,Little Portugal (84),-79.4270277243228,43.6454430907785,-8841776.2814589,5410736.63053859
33769,GO-20239041460,THEFT UNDER - BICYCLE,8/24/2023 5:00:00 AM,2023,August,Thursday,24,236,20,8/24/2023 5:00:00 AM,2023,August,Thursday,24,236,22,D52,"Apartment (Rooming House, Condo)",Apartment,OT,JAMIS BLAZE,MT,24,WHI,900,STOLEN,165,Harbourfront-CityPlace (165),077,Waterfront Communities-The Island (77),-79.3827790420346,43.6426342817379,-8836850.54071039,5410304.54483333
33770,GO-20231978972,THEFT OF EBIKE UNDER $5000,8/24/2023 5:00:00 AM,2023,August,Thursday,24,236,17,8/24/2023 5:00:00 AM,2023,August,Thursday,24,236,21,D51,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,VELEC,R4H,EL,0,GRY,3000,STOLEN,168,Downtown Yonge East (168),075,Church-Yonge Corridor (75),-79.3809129463861,43.6563247954285,-8836642.80785389,5412410.7794823
33771,GO-20231981120,THEFT OF EBIKE UNDER $5000,8/24/2023 5:00:00 AM,2023,August,Thursday,24,236,15,8/25/2023 5:00:00 AM,2023,August,Friday,25,237,7,D51,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,OTHER,,EL,35,BLK,2500,STOLEN,073,Moss Park (73),073,Moss Park (73),-79.3691329532559,43.6533743924781,-8835331.46503158,5411956.83033771
33772,GO-20239041608,THEFT UNDER - BICYCLE,8/25/2023 5:00:00 AM,2023,August,Friday,25,237,1,8/25/2023 5:00:00 AM,2023,August,Friday,25,237,16,D14,"Apartment (Rooming House, Condo)",Apartment,MA,N/A,MT,1,BLK,500,STOLEN,162,West Queen West (162),082,Niagara (82),-79.405115031627,43.6430184838273,-8839336.97174355,5410363.64633937
33773,GO-20231969762,THEFT OF EBIKE UNDER $5000,8/19/2023 5:00:00 AM,2023,August,Saturday,19,231,20,8/25/2023 5:00:00 AM,2023,August,Friday,25,237,15,D22,"Single Home, House (Attach Garage, Cottage, Mobile)",House,VOLT,YUKON 750,EL,1,BLKBLU,1500,STOLEN,019,Long Branch (19),019,Long Branch (19),-79.5335371300158,43.5933575730336,-8853632.85429951,5402727.47591348
33774,GO-20231983487,B&E,8/25/2023 5:00:00 AM,2023,August,Friday,25,237,3,8/25/2023 5:00:00 AM,2023,August,Friday,25,237,13,D41,"Single Home, House (Attach Garage, Cottage, Mobile)",House,GYROCOPTERS,FROST ELECTRIC,EL,25,WHI,,STOLEN,125,Ionview (125),125,Ionview (125),-79.2654255166945,43.7356188773,-8823786.80606459,5424619.33680871
33775,GO-20239041683,THEFT UNDER - BICYCLE,8/25/2023 5:00:00 AM,2023,August,Friday,25,237,18,8/25/2023 5:00:00 AM,2023,August,Friday,25,237,21,D51,"Apartment (Rooming House, Condo)",Apartment,UK,,RG,,ONG,0,STOLEN,167,Church-Wellesley (167),075,Church-Yonge Corridor (75),-79.3852459475489,43.6665660056697,-8837125.15543014,5413986.66579459
33776,GO-20231967841,THEFT OF EBIKE UNDER $5000,8/24/2023 5:00:00 AM,2023,August,Thursday,24,236,12,8/25/2023 5:00:00 AM,2023,August,Friday,25,237,14,D51,Schools During Supervised Activity,Educational,OTHER,MODEL R,EL,1,BLKGRY,,STOLEN,167,Church-Wellesley (167),075,Church-Yonge Corridor (75),-79.3841370470296,43.6638992030029,-8837001.71313548,5413576.28039602
33777,GO-20231985715,THEFT FROM MOTOR VEHICLE UNDER,8/20/2023 5:00:00 AM,2023,August,Sunday,20,232,2,8/25/2023 5:00:00 AM,2023,August,Friday,25,237,17,D43,"Apartment (Rooming House, Condo)",Apartment,JETSON,BOLT PRO,EL,1,BLK,400,STOLEN,136,West Hill (136),136,West Hill (136),-79.1870439082118,43.7710124954266,-8815061.40526315,5430073.95277078
33778,GO-20239041651,THEFT UNDER - BICYCLE,8/25/2023 5:00:00 AM,2023,August,Friday,25,237,9,8/25/2023 5:00:00 AM,2023,August,Friday,25,237,22,D51,"Hospital / Institutions / Medical Facilities (Clinic, Dentist, Morgue)",Other,RM,SOUL 29,MT,24,WHI,0,STOLEN,168,Downtown Yonge East (168),075,Church-Yonge Corridor (75),-79.3787565471547,43.6543176934214,-8836402.75861527,5412101.96424858
33779,GO-20239041688,THEFT FROM MOTOR VEHICLE UNDER,8/20/2023 5:00:00 AM,2023,August,Sunday,20,232,23,8/25/2023 5:00:00 AM,2023,August,Friday,25,237,23,D55,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,OT,21 SPEED VINTAG,OT,21,WHI,500,STOLEN,070,South Riverdale (70),070,South Riverdale (70),-79.3377450784935,43.6516436019268,-8831837.3827695,5411690.54128565
33780,GO-20239041578,THEFT UNDER - BICYCLE,8/25/2023 5:00:00 AM,2023,August,Friday,25,237,13,8/25/2023 5:00:00 AM,2023,August,Friday,25,237,14,D22,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,UK,SPECIALIZED,MT,16,RED,1000,STOLEN,158,Islington (158),014,Islington-City Centre West (14),-79.5222893978301,43.6449226053309,-8852380.76250069,5410656.5614261
33781,GO-20239041685,THEFT UNDER - BICYCLE,8/24/2023 5:00:00 AM,2023,August,Thursday,24,236,20,8/25/2023 5:00:00 AM,2023,August,Friday,25,237,20,D14,"Apartment (Rooming House, Condo)",Apartment,OT,EVO GRAND RAPID,RG,,GRY,600,STOLEN,165,Harbourfront-CityPlace (165),077,Waterfront Communities-The Island (77),-79.3983606338784,43.6402985794023,-8838585.07559757,5409945.2535224
33782,GO-20239041658,THEFT UNDER,8/25/2023 5:00:00 AM,2023,August,Friday,25,237,12,8/25/2023 5:00:00 AM,2023,August,Friday,25,237,22,D52,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,TR,FX1,RG,7,RED,150,STOLEN,170,Yonge-Bay Corridor (170),076,Bay Street Corridor (76),-79.3843685447556,43.6573087964126,-8837027.48337496,5412562.18288235
33783,GO-20239041624,THEFT OF EBIKE UNDER $5000,8/24/2023 5:00:00 AM,2023,August,Thursday,24,236,23,8/25/2023 5:00:00 AM,2023,August,Friday,25,237,17,D13,"Apartment (Rooming House, Condo)",Apartment,OT,NINEBOT SCOOTER,EL,30,GRY,900,STOLEN,101,Forest Hill South (101),101,Forest Hill South (101),-79.4129988359043,43.6894312131913,-8840214.59279034,5417506.06465716
33784,GO-20239041630,THEFT UNDER - BICYCLE,8/25/2023 5:00:00 AM,2023,August,Friday,25,237,16,8/25/2023 5:00:00 AM,2023,August,Friday,25,237,18,D51,"Apartment (Rooming House, Condo)",Apartment,OT,GARMIN FELT F95,RG,,BLK,1000,STOLEN,168,Downtown Yonge East (168),075,Church-Yonge Corridor (75),-79.3756368500693,43.6568224959262,-8836055.4755338,5412487.35798017
